reference_number,watch_url,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
116.049 RS,https://watchbase.com/a-lange-sohne/lange-1/116-049-rs,,A. Lange & Söhne,2012.0,Lange 1,Lange 1 Timezone Concorso 2015,Lange 1 Timezone Concorso 2015,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/116-049-rs-d9.jpg,,Round,White Gold,,Hunter,41.90 mm,22.00 mm,,12.50 mm,,,Sapphire,,,Silver,Mixed,,,,,L031.1,,,,"Hours, Minutes, Small Seconds, Additional 12 Hour Hand (adjustable), Day / Night Indication, Big Date, Power Reserve Indication, Minute Repeater","The ref. 116.049 Lange 1 Timezone is a piece unique with half-hunter case made for the winner of the Concorso d'Eleganza 'Best of Show'. The CET timezone is replaced with Como, while the caseback is engraved with the coat of arms of the event.",
813.043,https://watchbase.com/a-lange-sohne/lange-1/813-043,,A. Lange & Söhne,2007.0,Lange 1,Kleine Lange 1 Soirée Pink Gold / Black MOP,Kleine Lange 1 Soirée Pink Gold / Black MOP,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/813-043-a9.jpg,,Round,Rose Gold,,Transparent,36.10 mm,19.00 mm,,10.00 mm,,,Sapphire,,,"Black, Mother of Pearl",Mixed,,,,,L901.4,,,,"Hours, Minutes, Small Seconds, Power Reserve Indication, Transparent Caseback, Minute Repeater",The ref. 813.043 Kleine Lange 1 was first introduced in 2007 and reappeared in the catalogue in 2014. Early models feature a stingray strap while later models have an alligator strap such as pictured. This Kleine Lange 1 has a pink gold case with diamond-set bezel and a black mother of pearl dial.,
192.032,https://watchbase.com/a-lange-sohne/lange-1/192-032,,A. Lange & Söhne,2016.0,Lange 1,Lange 1 Moonphase Day / Night Pink Gold / Silver,Lange 1 Moonphase Day / Night Pink Gold / Silver,,,USD,43060.0,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/192-032-40.jpg,,Round,Rose Gold,,Transparent,38.50 mm,20.00 mm,,10.50 mm,,,Sapphire,,,Silver,Mixed,,,,,L121.3,,,,"Hours, Minutes, Small Seconds, Day / Night Indication, Big Date, Power Reserve Indication, Moon Phases, Transparent Caseback","The Lange 1 Moon Phase ref. 192.032 was introduced late 2016 in anticipation of SIHH 2017. Compared to the original Lange 1 Moonphase (2003 and onwards), the movement has been updated to reflect the changes also made to the regular Lange 1 - and it now includes a an additional disc below of the moonphase 'disc' to distinguish between night and day Reference 192.032 has a case in pink gold and a silver dial.",
813.047,https://watchbase.com/a-lange-sohne/lange-1/813-047,,A. Lange & Söhne,2014.0,Lange 1,Kleine Lange 1 Soire Pink Gold / MOP,Kleine Lange 1 Soire Pink Gold / MOP,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/813-047-7f.jpg,,Round,Rose Gold,,Transparent,36.10 mm,19.00 mm,,10.00 mm,,,Sapphire,,,"White, Mother of Pearl",Mixed,,,,,L901.4,,,,"Hours, Minutes, Small Seconds, Power Reserve Indication, Transparent Caseback, Minute Repeater","The ref. 813.047 Kleine Lange 1 was introduced in 2014. It features a mother of pearl dial, diamond-set bezel and a white alligator strap.",
117.028 (aka: 117028),https://watchbase.com/a-lange-sohne/lange-1/117-028,,A. Lange & Söhne,2012.0,Lange 1,Grand Lange 1 White Gold / Black,Grand Lange 1 White Gold / Black,,,USD,45240.0,https://cdn.watchbase.com/watch/lg/a-lange-soehne/lange-1/117-028-3c.png,,Round,White Gold,,Transparent,40.90 mm,,,8.80 mm,,,Sapphire,,,Black,Mixed,,,,,L095.1,,,,"Hours, Minutes, Small Seconds, Big Date, Transparent Caseback","The Grand Lange 1 117.028 takes on a different look with the black dial. It is powered by caliber L095.1, fitting the larger diameter of the Grand Lange 1 compared to the original Lange 1.",
812.029,https://watchbase.com/a-lange-sohne/arkade/812-029,,A. Lange & Söhne,2002.0,Arkade,Grande Arkade Blue Diamond,Grande Arkade Blue Diamond,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/arkade/812-029-be.jpg,,Rectangular,White Gold,,Transparent,38.00 mm,18.00 mm,,8.70 mm,,,Sapphire,,,Blue,Roman Numerals,,,,,L911.4,,,,"Hours, Minutes, Small Seconds, Big Date, Transparent Caseback, Minute Repeater","The ref. 812.029 Grande Arkade features a white gold case and bracelet, both set with diamonds. The dial is blue.",
191.021 (aka: 191021),https://watchbase.com/a-lange-sohne/lange-1/191-021,,A. Lange & Söhne,2015.0,Lange 1,Lange 1 Yellow Gold,Lange 1 Yellow Gold,,,USD,36950.0,https://cdn.watchbase.com/watch/lg/a-lange-soehne/lange-1/191-021-6f.jpg,,Round,Gold,,Transparent,38.50 mm,,,9.80 mm,,,Sapphire,,,Champagne,Mixed,,,,,L121.1,,,,"Hours, Minutes, Small Seconds, Big Date, Power Reserve Indication, Transparent Caseback","The 2015 Lange 1 still looks the same as its emblematic predecessor, but is powered by a newly constructed caliber: L121.1. Reference 191-021 features a yellow gold case paired with a champagne dial.",
151.021,https://watchbase.com/a-lange-sohne/lange-1/151-021,,A. Lange & Söhne,1995.0,Lange 1,Lange 1 Yellow Gold / Silver / Bracelet,Lange 1 Yellow Gold / Silver / Bracelet,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/151-021-98.jpg,,Round,Gold,,Transparent,38.50 mm,20.00 mm,,10.00 mm,,,Sapphire,,,Silver,Mixed,,,,,L901.0,,,,"Hours, Minutes, Small Seconds, Big Date, Power Reserve Indication, Transparent Caseback",The A. Lange & Söhne Lange 1 151.021 has a Yellow Gold case and a Silver dial. The movement is caliber L901.0. This watch is fitted with an integrated bracelet.,
117.035,https://watchbase.com/a-lange-sohne/lange-1/117-035,,A. Lange & Söhne,2013.0,Lange 1,Grand Lange 1 Lumen,Grand Lange 1 Lumen,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/grand-lange-1/117-035-26.jpg,,Round,Platinum,,Transparent,40.90 mm,20.00 mm,,9.80 mm,,,Sapphire,,,Transparent,Mixed,,,,,L095.2,,,,,"The ref. 117.035 Grand Lange 1 was introduced in 2013. It features a semi-transparent dial, giving a glimpse of the inner workings of the caliber L095.2 movement.",
190.025,https://watchbase.com/a-lange-sohne/lange-1/190-025,,A. Lange & Söhne,2016.0,Lange 1,Lange 1 Moonphase Day / Night Platinum / Silver,Lange 1 Moonphase Day / Night Platinum / Silver,,,USD,56680.0,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/190-025-d7.jpg,,Round,Platinum,,Transparent,38.50 mm,20.00 mm,,10.50 mm,,,Sapphire,,,Silver,Mixed,,,,,L121.3,,,,"Hours, Minutes, Small Seconds, Day / Night Indication, Big Date, Power Reserve Indication, Moon Phases, Transparent Caseback","The Lange 1 Moon Phase ref. 190.025 was introduced late 2016 in anticipation of SIHH 2017. Compared to the original Lange 1 Moonphase (2003 and onwards), the movement has been updated to reflect the changes also made to the regular Lange 1 - and it now includes a an additional disc below of the moonphase 'disc' to distinguish between night and day Reference 190.025 features a platinum case and a silver dial.",
101.539,https://watchbase.com/a-lange-sohne/lange-1/101-539,,A. Lange & Söhne,2009.0,Lange 1,Lange 1 White Gold / Silver / Bracelet,Lange 1 White Gold / Silver / Bracelet,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/101-539-b3.jpg,,Round,White Gold,,Transparent,38.50 mm,20.00 mm,,10.00 mm,,,Sapphire,,,Silver,Mixed,,,,,L901.0,,,,"Hours, Minutes, Small Seconds, Big Date, Power Reserve Indication, Transparent Caseback",The A. Lange & Söhne Lange 1 101.539 has a White Gold case and a Silver dial. The movement is caliber L901.0.,
192.029 (aka: 192029),https://watchbase.com/a-lange-sohne/lange-1/192-029,,A. Lange & Söhne,2016.0,Lange 1,Lange 1 Moonphase Day / Night White Gold / Black,Lange 1 Moonphase Day / Night White Gold / Black,,,USD,47090.0,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/192-029-7b.jpg,,Round,White Gold,,Transparent,38.50 mm,20.00 mm,,10.50 mm,,,Sapphire,,,Black,Mixed,,,,,L121.3,,,,"Hours, Minutes, Small Seconds, Day / Night Indication, Big Date, Power Reserve Indication, Moon Phases, Transparent Caseback","The Lange 1 Moon Phase ref. 192.029 was introduced late 2016 in anticipation of SIHH 2017. Compared to the original Lange 1 Moonphase (2003 and onwards), the movement has been updated to reflect the changes also made to the regular Lange 1 - and it now includes a an additional disc below of the moonphase 'disc' to distinguish between night and day Reference 192.029 has a white gold case and a black dial.",
111.032,https://watchbase.com/a-lange-sohne/lange-1/111-032,,A. Lange & Söhne,1998.0,Lange 1,Kleine Lange 1 Pink Gold,Kleine Lange 1 Pink Gold,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/111-032-ef.jpg,,Round,Rose Gold,,Transparent,36.10 mm,,,9.80 mm,,,Sapphire,,,Silver,Mixed,,,,,L901.0,,,,"Hours, Minutes, Small Seconds, Big Date, Power Reserve Indication, Transparent Caseback",The Kleine Lange 1 features a case that -at 36.1mm- is distinctively smaller than the regular Lange 1. Ref. 111.032 was in the collection in 1998 and 1999 and features a pink gold case and a silver dial.,
119.032,https://watchbase.com/a-lange-sohne/lange-1/119-032,,A. Lange & Söhne,2003.0,Lange 1,Lange 1 Moonphase Luna Mundi / Soutern Cross,Lange 1 Moonphase Luna Mundi / Soutern Cross,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/119-032-66.jpg,,Round,Rose Gold,,Transparent,42.00 mm,,,11.00 mm,,,Sapphire,,,Silver,Mixed,,,,,L901.7,,,,"Hours, Minutes, Small Seconds, Big Date, Moon Phases, Power Reserve Indication, Transparent Caseback",The Lange 1 Moonphase Southern Cross was made as a limited edition of 101 pieces in 2003; it was only sold in a set with the ref. 119.026 Ursa Major.,
113.043,https://watchbase.com/a-lange-sohne/lange-1/113-043,,A. Lange & Söhne,2015.0,Lange 1,Kleine Lange 1 White Gold / Blue Mother of Pearl,Kleine Lange 1 White Gold / Blue Mother of Pearl,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/113-043-64.jpg,,Round,White Gold,,Transparent,36.10 mm,19.00 mm,,10.00 mm,,,Sapphire,,,"Blue, Mother of Pearl",Mixed,,,,,L901.4,,,,"Hours, Minutes, Small Seconds, Power Reserve Indication, Transparent Caseback","In its compact case with a diameter of only 36.1 millimetres, the LITTLE LANGE 1 is endowed with all features of a LANGE 1, such as the asymmetric, non-overlapping displays or the characteristic outsize date. The combination of pink or white gold with the shimmering mother-of-pearl dial in pale blue and the finely structured calfskin strap makes it an exceptionally elegant member of the renowned LANGE 1 watch family.",
140.035,https://watchbase.com/a-lange-sohne/zeitwerk/140-035,,A. Lange & Söhne,2010.0,Zeitwerk,Zeitwerk Luminous / Phantom,Zeitwerk Luminous / Phantom,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/zeitwerk/140-035-11.jpg,,,Platinum,,Transparent,41.90 mm,20.00 mm,,12.60 mm,,,Sapphire,,,Transparent,Arabic Numerals,,,,,L043.3,,,,"Jumping Hours, Jumping Minutes, Small Seconds, Power Reserve Indication, Constant Force, Transparent Caseback, Minute Repeater",The Zeitwerk ref. 140.035 is a limited edition of 100 pieces featuring a platinum case and a semi-transparant dial. The discs for the hours and minutes have their numerals done in superluminova.,
"147.025 (aka: 147025f, 147025)",https://watchbase.com/a-lange-sohne/zeitwerk/147-025,,A. Lange & Söhne,2015.0,Zeitwerk,Zeitwerk Minute Repeater Platinum / Silver,Zeitwerk Minute Repeater Platinum / Silver,,,USD,489410.0,https://cdn.watchbase.com/watch/lg/a-lange-soehne/zeitwerk/147-025-40.jpg,,,Platinum,,Transparent,44.20 mm,,,14.10 mm,,,Sapphire,,,Silver,Digital,,,,,L043.5,,,,"Small Seconds, Jumping Hours, Jumping Minutes, Minute Repeater, Constant Force, Transparent Caseback","Introduced at SIHH 2015, the Zeitwerk Minute Repeater combines the signature digital display of the Zeitwerk collection with a decimal repeater. The acoustic time indication consists of a low-pitched tone for each elapsed hour, a double tone for each elapsed ten-minute period, and a high-pitched tone for each elapsed minute. Thus, the time as sounded corresponds exactly to the time as displayed.",
116.533,https://watchbase.com/a-lange-sohne/lange-1/116-533,,A. Lange & Söhne,2009.0,Lange 1,Lange 1 Time Zone Rose Gold / Grey / Bracelet,Lange 1 Time Zone Rose Gold / Grey / Bracelet,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/116-533-a8.jpg,,Round,Rose Gold,,Transparent,41.90 mm,22.00 mm,,11.00 mm,,,Sapphire,,,Gray,Mixed,,,,,L031.1,,,,"Hours, Minutes, Small Seconds, Additional 12 Hour Hand (adjustable), Day / Night Indication, Big Date, Power Reserve Indication, Transparent Caseback",The A. Lange & Söhne Lange 1 Time Zone 116.533 has a Rose Gold case in combination with a Grey dial. This watch is powered by caliber L031.1.,
112.021,https://watchbase.com/a-lange-sohne/lange-1/112-021,,A. Lange & Söhne,1998.0,Lange 1,Lange 1A Gold Guilloche,Lange 1A Gold Guilloche,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1a/112-021-0.jpg,,Round,Gold,,Transparent,38.50 mm,20.00 mm,,10.00 mm,,,Sapphire,,,Gold,Mixed,,,,,L901.1,,,,"Hours, Minutes, Small Seconds, Big Date, Power Reserve Indication, Transparent Caseback, Minute Repeater","The ref. 112.021 Lange 1 was a limited edition of 100 pieces that was in the A. Lange & Söhne collection from 1998 to 2000. It features a solid gold dial with guilloché pattern and several parts of its movement are done in solid gold as well. It was introduced in 1998 to commemorate the opening of a new, second, production building for the A. Lange & Söhne manufacturer.",
116.050,https://watchbase.com/a-lange-sohne/lange-1/116-050,,A. Lange & Söhne,2016.0,Lange 1,Lange 1 Timezone Dresden,Lange 1 Timezone Dresden,,,USD,,https://cdn.watchbase.com/watch/lg/a-lange-sohne/lange-1/116-050-26.jpg,,Round,Gold,,,41.90 mm,22.00 mm,,11.00 mm,,,,,,Silver,,,,,,L031.1,,,,"Hours, Minutes, Small Seconds, Additional 12 Hour Hand (adjustable), Day / Night Indication, Big Date, Power Reserve Indication","The A. Lange & Söhne Lange 1 Timezone reference 116.050 is a limited edition of 100 pieces introduced in 2016. It features a case in A. Lange's proprietary 'honey gold' and the CET timezone is represented by Dresden, the city in which the brand held its inaugural press conference on October 24th, 1994. On a smaller note, the dots between the city names are blue instead of read; the previously black peripheral ring of the second time zone is done in a matching shade of blue as well.",
233.021,https://www.watchdetails.com/a-lange-sohne/233-021/,,A. Lange & Söhne,,1815,1815 40 ,Yellow Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000007.jpg,,Round,Gold,,Transparent,40 mm,20 mm,,8.9 mm,,,Sapphire,,,Silver,Arabic Numerals,,,,Manual winding,L051.1,55 hours,21600 vph,23.0,,The ref. 233.021 A. Lange & Söhne 1815 was available from 2009 to 2013. It features a yellow gold case of 40mm and a silver dial.,
720.025,https://www.watchdetails.com/a-lange-sohne/720-025/,,A. Lange & Söhne,2012.0,Lange 1,Lange 1 Tourbillon Perpetual Calendar ,Platinum,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000133.jpg,,Round,Platinum,,Transparent,41.9 mm,22 mm,,12.2 mm,,,Sapphire,,,Silver,Roman Numerals,,,,Automatic,L082.1,50 hours,21600 vph,76.0,"Additional 24 Hour Hand (adjustable), Hours, Minutes, Small Seconds","The Lange 1 Tourbillon Perpetual Calendar was introduced in 2014. Similar to the Daymatic, it features a mirrored dial layout and automatic winding. Compared to said model it however adds the perpetual calendar, moonphase and tourbillon escapement – the latter only visible through the sapphire crystal caseback. Ref. 720.025 is a platinum case and is a limited edition of 100 pieces.",
835.037,https://www.watchdetails.com/a-lange-sohne/835-037/,,A. Lange & Söhne,,Saxonia,Kleine Saxonia ,Rose Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000246.jpg,,Round,Rose Gold,,Transparent,34 mm,18 mm,,8 mm,,,Sapphire,,,White,No Numerals,,,,Manual winding,L941.2,45 hours,21600 vph,21.0,,The Kleine Saxonia ref. 835.037 was introduced in 2011 and discontinued in 2013. It features a Rose Gold case with diamond bezel and a mother-of=pearl dial.,
101.035,https://www.watchdetails.com/a-lange-sohne/101-035/,,A. Lange & Söhne,,Lange 1,Lange 1 Darth,,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000060.jpg,,Round,Platinum,,Transparent,38.5 mm,,,9.8 mm,,,Sapphire,,,Black,Roman Numerals,,,,Manual winding,L901.0,72 hours,21600 vph,53.0,,The ref. 101.035 Lange 1 features a platinum case and a black dial  with applied numerals / indexes- the so-called ‘Darth’ configuration.,
140.049,https://www.watchdetails.com/a-lange-sohne/140-049/,,A. Lange & Söhne,,Zeitwerk,Zeitwerk Duncan Wang / Kidz Horizon,,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000268.png,,,White Gold,,Transparent,41.9 mm,20 mm,,12.6 mm,,,Sapphire,,,Gray,Arabic Numerals,,,,Manual winding,L043.1,36 hours,18000 vph,68.0,"Jumping Hours, Jumping Minutes, Small Seconds","At the 2011 Kidz Horizon Appeal charity ball on 27 August 2011, a unique Zeitwerk timepiece in white gold with a grey dial was auctioned for 138,000 Singapore dollars (approximately 80,000 euros), well above the retail price of a regular ZEITWERK. Proceeds from this auction went towards helping children suffering from chronic diseases such as cancer or AIDS. The unique timepiece was created in memory of the late Mr Duncan Wang, an American Chinese businessman and philanthropist who passed away at the age of 44 years in August 2009. The patron of Kidz Horizon Appeal and passionate watch collector was a great admirer of A. Lange & Söhne. Formed in 2004, the relief organisation raises funds for children suffering from chronic diseases such as cancer or AIDS, whose parents are not in a position to afford the medical treatment they need. The highlight of the annual fund raising efforts is a charity ball that is held annually at the Ritz Carlton Singapore. The first ever Lange watch to be produced for a charity in Asia, the design of this unique version, showcasing dark/bright contrasts, is emphasised by a white-gold case, grey dial and numeral discs with white numerals, a black alligator leather strap and the folding clasp, also crafted from solid white gold. A special engraving on its caseback bears witness to its uniqueness and the occasion",
216.026,https://www.watchdetails.com/a-lange-sohne/216-026/,,A. Lange & Söhne,2011.0,Saxonia,Saxonia,,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000174.jpg,,Round,White Gold,,Transparent,37 mm,19 mm,,7.7 mm,,,Sapphire,,,Silver,No Numerals,,,,Manual winding,L941.1,45 hours,21600 vph,21.0,,"The SAXONIA is a paragon of well-balanced dial design. Its hallmarks are reduction to the essence and perfection down to the last detail. With this edition, launched in 2011, new design accents and a smaller case now further enhance its intrinsic elegance.",
140.048,https://www.watchdetails.com/a-lange-sohne/140-048/,,A. Lange & Söhne,,Zeitwerk,Zeitwerk Handwerkskunst,,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000267.jpg,,,Platinum,,Transparent,41.9 mm,20 mm,,12.6 mm,,,Sapphire,,,Gray,Arabic Numerals,,,,Manual winding,L043.4,36 hours,18000 vph,68.0,"Jumping Hours, Jumping Minutes, Small Seconds",The Zeitwerk Handwerkskunst is a limited edition of 30 pieces introduced in 2012. It features a hand-engraved ‘tremblage’ dial and black discs for the digital hour and minute display.,
